TRAIN,./imgs/train/0000048549557964.jpg,car,0.194375,0.720000,,,0.326250,0.758333,,
TRAIN,./imgs/train/0000048549557964.jpg,car,0.435000,0.698333,,,0.725625,0.944167,,
TRAIN,./imgs/train/0000048549557964.jpg,car,0.706250,0.685833,,,0.936875,0.865000,,
TRAIN,./imgs/train/0000048549557964.jpg,car,0.828750,0.692500,,,0.999375,0.908333,,
TRAIN,./imgs/train/0000575f5a03db70.jpg,car,0.026563,0.164127,,,0.982813,0.839390,,
TRAIN,./imgs/train/0000599864fd15b3.jpg,car,0.000000,0.556914,,,0.054375,0.620884,,
TRAIN,./imgs/train/00005bf623ff1ac2.jpg,car,0.036719,0.133646,,,0.974219,0.924971,,
TRAIN,./imgs/train/00005bf623ff1ac2.jpg,car,0.748438,0.154748,,,0.999219,0.344666,,
TRAIN,./imgs/train/000096726fd6c6c8.jpg,car,0.072500,0.207500,,,0.146250,0.312500,,
TRAIN,./imgs/train/000096726fd6c6c8.jpg,car,0.150000,0.162500,,,0.792500,0.999167,,
TRAIN,./imgs/train/00009e5b390986a0.jpg,lp,0.460000,0.883677,,,0.501250,0.913696,,
TRAIN,./imgs/train/00009e5b390986a0.jpg,lp,0.983750,0.761726,,,0.997500,0.780488,,
VALIDATION,./imgs/validation/001083f05db4352b.jpg,car,0.164277,0.338296,,,0.767547,0.821679,,
VALIDATION,./imgs/validation/001a794d1865ee47.jpg,car,0.293362,0.023560,,,0.933661,0.889955,,
VALIDATION,./imgs/validation/001a809ad40a2f84.jpg,car,0.085249,0.166653,,,0.878526,0.878226,,
VALIDATION,./imgs/validation/0022e32008e479cb.jpg,car,0.000001,0.000000,,,0.999991,1.000000,,
VALIDATION,./imgs/validation/00230c216711fceb.jpg,car,0.069197,0.418904,,,0.947773,0.946510,,
VALIDATION,./imgs/validation/002d1dd67c722d98.jpg,car,0.000008,0.000004,,,0.999962,0.999996,,
VALIDATION,./imgs/validation/003132be85a0beae.jpg,car,0.046808,0.292327,,,0.894716,0.847579,,
VALIDATION,./imgs/validation/003a5aaf6d17c917.jpg,lp,0.208470,0.368117,,,0.330317,0.512250,,
VALIDATION,./imgs/validation/003a5aaf6d17c917.jpg,car,0.047636,0.065742,,,0.963872,0.952146,,
VALIDATION,./imgs/validation/005b598d8fecb139.jpg,car,0.012344,0.015103,,,0.992938,0.999989,,
VALIDATION,./imgs/validation/005b598d8fecb139.jpg,car,0.484531,0.095314,,,0.637295,0.213964,,
VALIDATION,./imgs/validation/005ea49186b013d8.jpg,car,0.079675,0.162679,,,0.885316,0.897332,,
VALIDATION,./imgs/validation/005ea49186b013d8.jpg,car,0.734779,0.060227,,,1.000000,0.418027,,
VALIDATION,./imgs/validation/00723dac8201a83e.jpg,lp,0.001366,0.531442,,,0.058913,0.570631,,
TEST,./imgs/test/0000c64e1253d68f.jpg,car,0.000000,0.321356,,,0.513534,0.689661,,
